metric_id,stat_date,impressions,clicks,engagements,reach,booking_requests,confirmed_bookings,revenue,placement_id
49068,2024-01-06,214308,1303,810,126314,2581,583,1653038.58,246
49069,2024-01-09,427410,20518,2408,281934,7195,679,848208.54,246
49070,2024-01-14,30718,58,225,19417,4612,809,2163651.95,246
49071,2024-01-16,304128,14714,1694,143512,6577,1347,3278826.19,246
49072,2024-01-17,231157,6660,520,114020,8982,1878,1730444.96,246
49073,2024-01-19,155894,5932,186,119523,3565,249,213673.07,246
49074,2024-01-20,31264,261,267,16485,6874,497,446993.92,246
49075,2024-01-22,331472,16064,2412,162483,7623,1384,3202937.41,246
49076,2024-01-26,412165,17568,2368,156780,1597,470,430821.97,246
49077,2024-01-28,499653,14390,3870,282501,4850,1219,4744718.93,246
49078,2024-01-30,361381,13581,398,266039,2723,432,1275409.11,246
49079,2024-02-02,147415,4742,549,75966,8839,786,2403579.56,246
49080,2024-02-04,163661,5667,1149,138722,3632,243,1043197.46,246
49081,2024-02-07,349728,12172,2910,226522,7450,2042,4689335.05,246
49082,2024-02-09,104271,2405,625,66389,9801,973,1132787.77,246
49083,2024-02-10,303205,1463,1508,118531,6964,1319,3552614.38,246
49084,2024-02-12,377997,8332,2059,121450,3159,412,1969923.97,246
49085,2024-02-13,219456,10121,1179,115280,788,102,352634.73,246
49086,2024-02-20,159806,950,219,93509,7206,1351,3693712.3,246
49087,2024-02-24,24555,933,130,20512,552,62,126732.85,246
49088,2024-02-26,99108,3772,138,46975,6818,384,816736.4,246
49089,2024-02-27,265802,12730,276,153426,5090,515,1524526.04,246
49090,2024-02-28,200097,1676,406,132686,8533,624,2640199.87,246
49091,2024-03-02,386820,15270,2950,138059,7935,2151,6068817.26,246
49092,2024-03-05,263755,2491,1941,143424,5776,1349,4192474.18,246
49093,2024-03-06,239700,4751,1969,213694,6105,1506,7245572.1,246
49094,2024-03-07,487729,5310,3516,211614,6309,1268,2173658.66,246
49095,2024-03-08,205880,3186,1290,116988,588,92,165263.93,246
49096,2024-03-10,371835,5990,1205,149100,4015,555,2432285.71,246
49097,2024-03-11,213438,5354,1330,116135,1294,157,84648.35,246
49098,2024-03-19,10617,394,42,4776,2775,697,2898487.33,246
49099,2024-03-21,279143,6757,589,139809,436,105,154782.55,246
49100,2024-03-22,355867,7353,1671,161255,3467,1012,3559242.29,246
49101,2024-03-24,384035,1869,738,221298,3322,415,1525127.6,246
49102,2024-03-25,287718,2173,2046,163981,1918,353,822200.23,246
49103,2024-04-04,420337,10919,2412,188525,1948,143,555804.31,246
49104,2024-04-10,88316,473,105,66876,4277,986,842881.61,246
49105,2024-04-12,70698,392,353,59641,1720,404,1968229.27,246
49106,2024-04-14,9640,194,50,6276,2083,294,792924.96,246
49107,2024-04-15,353494,9967,978,150332,4788,742,2512008.22,246
49108,2024-04-19,39168,1843,373,29454,6773,1062,3558213.53,246
49109,2024-04-21,440927,12607,2692,315716,1325,169,728582.33,246
49110,2024-04-25,294313,9665,2753,258578,8161,971,2398264.39,246
49111,2024-04-29,198247,1694,927,110858,6276,1760,4947422.24,246
49112,2024-05-01,477352,9066,2312,189121,3858,1155,1429737.88,246
49113,2024-05-07,271128,8290,2413,223256,298,26,120737.47,246
49114,2024-05-09,276118,6883,502,93360,148,34,68318.87,246
49115,2024-05-13,470353,7058,1628,311880,4566,291,1309775.19,246
49116,2024-05-14,404635,2249,2298,336687,4226,1155,2406827.47,246
49117,2024-05-17,237680,4329,1333,186486,2407,630,1408606.52,246
49118,2024-05-18,333975,8500,2078,272677,5129,1449,2935898.93,246
49119,2024-05-19,206692,6410,796,64171,3143,439,1530800.04,246
49120,2024-05-24,265647,11342,2049,132268,3376,473,1900163.97,246
49121,2024-05-28,11707,288,64,4943,1772,143,450338.11,246
49122,2024-05-29,377878,2607,2660,250255,3427,923,2810922.6,246
49123,2024-05-31,490585,2624,4577,259926,8560,1937,2312416.05,246
49124,2024-06-05,120183,5189,1018,99363,5624,331,173496.54,246
49125,2024-06-07,116440,2334,143,87820,468,99,81518.51,246
49126,2024-06-20,420190,2448,3178,243018,2423,344,1681787.98,246
49127,2024-06-22,82296,2990,516,33579,8104,2008,4776344.47,246
49128,2024-06-26,254699,11837,2303,142703,9401,2360,2367168.69,246
49129,2024-06-30,440343,18603,3257,390088,9530,1632,3987295.99,246
49130,2024-07-08,67402,2811,289,54520,415,23,68752.4,246
49131,2024-07-11,76646,1135,356,41394,3566,465,2120533.52,246
49132,2024-07-12,378557,11998,1843,319296,2212,286,1007749.65,246
49133,2024-07-13,261251,1220,2112,115383,2404,159,107807.81,246
49134,2024-07-14,452972,12047,3311,269674,1987,358,793510.52,246
49135,2024-07-16,249891,8749,480,104554,6609,1773,1467646.39,246
49136,2024-07-27,372137,435,504,263228,400,74,323362.84,246
49137,2024-07-29,109252,4198,422,87366,332,18,80194.36,246
49138,2024-08-01,270323,7914,775,243276,3463,317,493414.24,246
49139,2024-08-05,341898,12140,536,251239,1536,387,269438.67,246
49140,2024-08-08,429854,16046,3011,377313,6136,446,792650.35,246
49141,2024-08-09,121014,5867,345,54867,5116,1370,3793105.87,246
49142,2024-08-10,330443,10712,2955,286014,8709,1086,1138599.81,246
49143,2024-08-11,399154,15403,674,339318,4852,879,2562286.01,246
49144,2024-08-15,331972,12869,1950,285648,5037,640,1179133.33,246
49145,2024-08-21,394330,19230,2223,202134,6746,1372,1173208.54,246
49146,2024-08-30,299457,11120,1108,112789,1606,205,499762.55,246
49147,2024-08-31,276210,5370,1480,216903,1967,131,370930.8,246
49148,2024-09-01,489895,12604,4898,211758,8315,1607,3927801.98,246
49149,2024-09-06,301111,4435,1117,178926,2143,222,168967.92,246
49150,2024-09-09,417717,18927,952,172983,6917,1519,5072968.12,246
49151,2024-09-10,264618,3188,1912,102701,9908,2605,1402299.04,246
49152,2024-09-12,205918,4299,798,143713,103,6,3168.74,246
49153,2024-09-14,265085,10795,432,152964,91,7,33082.94,246
49154,2024-09-19,395434,2960,2791,152603,9141,726,1391526.75,246
49155,2024-09-21,372490,11493,2140,240777,2193,474,1824401.18,246
49156,2024-09-25,219028,4706,1503,75168,441,35,113749.55,246
49157,2024-09-26,152532,4912,1434,63660,5541,1077,3454485.18,246
49158,2024-09-27,331848,412,1662,275578,8119,525,1203823.94,246
49159,2024-09-28,128204,5276,627,55875,929,265,1038883.05,246
49160,2024-09-30,58498,1818,495,26061,6954,781,2041369.11,246
49161,2024-10-02,189950,4069,617,153132,1594,88,235173.89,246
49162,2024-10-03,299832,14674,737,213265,117,25,51121.66,246
49163,2024-10-04,345704,3238,2780,126251,8410,2048,5122396.26,246
49164,2024-10-08,473585,17892,2826,223823,8858,579,313582.14,246
49165,2024-10-09,372158,7262,1095,272416,7684,1306,4882523.08,246
49166,2024-10-10,201188,852,1900,113200,5445,281,250539.28,246
49167,2024-10-11,355718,11250,1927,219114,4976,1150,3316237.83,246
49168,2024-10-18,160281,2120,954,96234,2336,497,589462.43,246
49169,2024-10-19,90764,4051,518,78478,2155,471,1778883.97,246
49170,2024-10-22,153632,1092,383,82674,7682,1615,3808973.54,246
49171,2024-10-24,24418,24,117,12595,2306,669,522375.53,246
49172,2024-10-25,214775,6231,740,112322,3515,878,920819.63,246
49173,2024-10-27,314361,372,470,227208,4099,720,1616388.17,246
49174,2024-10-29,274917,12444,2388,236794,8693,1295,5041799.04,246
49175,2024-11-01,113596,410,696,88744,7193,432,1901229.13,246
49176,2024-11-03,133341,4934,1193,109575,6410,760,2981108.73,246
49177,2024-11-06,103832,385,192,35095,3231,629,2093584.12,246
49178,2024-11-09,122983,4295,246,74943,5725,874,530522.77,246
49179,2024-11-11,302600,6875,2863,224282,3991,794,3357246.47,246
49180,2024-11-12,252133,2508,1501,133756,1292,201,220918.7,246
49181,2024-11-13,97400,2896,220,73498,4763,453,572313.65,246
49182,2024-11-14,422837,12083,2034,211775,7916,1657,2179443.31,246
49183,2024-11-15,118039,3963,318,105317,1716,112,375806.24,246
49184,2024-11-16,159388,5804,785,119905,4667,505,1516591.57,246
49185,2024-11-25,434674,3001,4008,356364,3416,684,3165326.87,246
49186,2024-11-28,483273,7884,3652,146882,1806,528,2151731.57,246
49187,2024-11-29,475406,10542,3823,263351,7653,1628,4996202.24,246
49188,2024-12-01,175554,2403,437,122354,111,20,87782.49,246
49189,2024-12-03,205589,427,1571,93284,375,27,34410.52,246
49190,2024-12-04,444361,5585,2271,143756,5410,1216,2060874.33,246
49191,2024-12-15,135789,2835,534,93519,9436,2160,3237303.14,246
49192,2024-12-17,388086,3505,3116,205560,7460,438,1728584.3,246
49193,2024-12-21,31305,1508,267,20644,6376,1075,810125.5,246
49194,2024-12-22,470265,3566,2277,283551,2305,231,137099.37,246
49195,2024-12-24,135345,1077,919,100538,4896,907,2548057.43,246
49196,2024-12-29,41191,1893,188,18309,3206,576,2093891.89,246
49197,2024-12-30,157481,652,1191,122899,7578,2211,3195511.57,246
49198,2025-01-01,135669,1914,858,83874,4343,1092,5294188.71,246
49199,2025-01-11,57136,443,324,29709,6220,822,548415.49,246
49200,2025-01-17,108349,2153,301,49423,6870,522,1605876.62,246
49201,2023-03-05,328994,4699,2207,124191,2227,283,1364264.87,247
49202,2023-03-07,408717,1036,996,358532,8100,1624,2557212.73,247
49203,2023-03-09,227448,9082,877,156430,4193,451,2095067.89,247
49204,2023-03-15,358878,4621,2162,176063,3677,617,2541967.27,247
49205,2023-03-17,121164,3376,634,39563,7864,1756,2934563.34,247
49206,2023-03-21,184811,7908,690,135984,1663,430,1792818.56,247
49207,2023-03-22,96994,4237,694,35616,1268,269,1325906.35,247
49208,2023-03-25,347116,563,1421,163002,3551,834,1818058.77,247
49209,2023-03-27,193979,5949,907,154833,857,47,140039.87,247
49210,2023-04-01,345313,7288,1097,243410,3594,788,1566259.37,247
49211,2023-04-08,295012,6350,728,223993,5184,1094,3905179.1,247
49212,2023-04-10,284826,6159,2740,159312,2261,205,747042.87,247
49213,2023-04-11,378066,12888,1000,265346,2490,605,2950058.55,247
49214,2023-04-15,441225,19156,3201,224363,8893,1719,6503763.15,247
49215,2023-04-20,325719,10876,1125,123694,6123,487,1013328.05,247
49216,2023-04-21,480798,11714,2497,340535,8645,660,1996700.24,247
49217,2023-04-24,15744,582,22,10011,1323,159,684107.84,247
49218,2023-04-25,320863,3062,493,161653,1168,310,1467819.79,247
49219,2023-04-26,452835,3360,1942,287812,1518,178,200494.57,247
49220,2023-04-29,427446,9094,2019,150869,7060,1511,6541229.48,247
49221,2023-04-30,485893,11991,1043,422281,9790,2156,3554089.53,247
49222,2023-05-04,49886,1448,267,38110,130,31,76889.62,247
49223,2023-05-05,253779,6114,1884,84288,9766,2078,2565129.27,247
49224,2023-05-06,397276,2655,3931,124520,5706,923,1752018.64,247
49225,2023-05-08,56357,688,329,47433,3434,289,551418.68,247
49226,2023-05-12,49860,941,224,43472,4928,1434,4476762.63,247
49227,2023-05-13,440524,5306,3029,166699,2877,378,479314.27,247
49228,2023-05-17,52192,247,136,20319,2773,302,724209.26,247
49229,2023-05-19,279011,11612,1988,106972,8977,1416,4703287.42,247
49230,2023-05-23,483265,16860,3252,231709,7910,598,990020.21,247
49231,2023-05-24,167894,6717,1637,106264,4492,554,2215431.9,247
49232,2023-05-29,68566,284,381,55988,8093,531,827294.89,247
49233,2023-06-04,13943,34,95,12213,4940,1368,3329818.74,247
49234,2023-06-07,297779,11559,2927,234442,2892,852,3222275.64,247
49235,2023-06-10,78152,1316,291,69952,7088,636,2057824.21,247
49236,2023-06-15,183527,4747,483,79778,3583,192,114635.59,247
49237,2023-06-17,182435,2294,644,54933,7331,388,1646383.26,247
49238,2023-06-20,434733,16423,2783,196204,5738,531,1328600.47,247
49239,2023-06-22,274764,1895,1049,129992,9131,2131,6142983.78,247
49240,2023-06-30,126449,5869,245,40084,836,120,322739.03,247
49241,2023-07-01,311973,15143,1683,256203,3457,826,2560948.58,247
49242,2023-07-06,28896,1245,73,15109,8283,508,2442286.7,247
49243,2023-07-08,219031,7432,2036,108540,7577,1332,3365491.91,247
49244,2023-07-09,15930,753,49,7234,8023,1231,4152445.19,247
49245,2023-07-22,193463,7778,216,141427,2609,508,1803099.52,247
49246,2023-07-27,58183,656,217,31232,9916,2659,10708112.85,247
49247,2023-07-29,492805,13324,4682,275646,9060,1305,4912206.53,247
49248,2023-08-02,435370,15862,3283,299219,5123,919,4431656.17,247
49249,2023-08-03,333466,7158,2940,221893,4981,764,2844951.21,247
49250,2023-08-04,48654,1712,476,34783,5302,730,1576898.96,247
49251,2023-08-09,160007,3298,624,61783,3772,375,660456.74,247
49252,2023-08-10,117008,2734,363,81487,1344,369,700251.41,247
49253,2023-08-11,12523,280,79,6527,687,79,138634.02,247
49254,2023-08-13,267112,1993,1094,129371,2013,337,441639.96,247
49255,2023-08-14,29164,1305,236,13653,4056,668,2924047.8,247
49256,2023-08-15,340920,15863,991,204115,2279,276,874862.53,247
49257,2023-08-17,421974,11195,3816,317052,717,80,68583.46,247
49258,2023-08-18,391008,12059,2651,181467,1474,169,117295.51,247
49259,2023-08-23,295492,13286,1312,162626,2039,298,576547.71,247
49260,2023-08-30,162996,6130,1554,50257,6511,655,2713033.08,247
49261,2023-08-31,395829,12319,3614,334848,1728,181,885473.3,247
49262,2023-09-01,397437,10263,1270,242922,9127,1949,2722827.87,247
49263,2023-09-13,287149,10425,1809,227707,4878,1410,4418669.41,247
49264,2023-09-17,190158,4801,1410,102267,3875,924,3752141.93,247
49265,2023-09-20,301339,1529,1349,151580,2263,477,900081.26,247
49266,2023-09-21,485570,17044,931,314500,1592,324,987772.53,247
49267,2023-09-22,88385,470,478,58020,2467,334,215949.98,247
49268,2023-09-23,324556,7795,1518,170884,1666,367,1024135.11,247
49269,2023-09-24,356124,11621,3068,295545,123,7,33983.52,247
49270,2023-09-29,473022,9410,4699,402151,8691,1783,5424464.71,247
49271,2023-09-30,265353,9209,1915,97257,6297,738,3581174.14,247
49272,2023-10-01,51692,2571,67,45813,2343,319,803465.62,247
49273,2023-10-02,349190,6931,2902,222922,3852,1022,602753.09,247
49274,2023-10-05,345767,3414,2485,145322,1950,235,1026291.75,247
49275,2023-10-06,23948,277,39,8443,5034,724,696671.19,247
49276,2023-10-11,363969,3127,3255,139464,3794,930,1975198.55,247
49277,2023-10-14,149336,994,426,63955,4545,912,921746.96,247
49278,2023-10-15,203670,9302,642,81342,937,199,509288.23,247
49279,2023-10-20,166638,6474,378,79311,3030,319,184022.23,247
49280,2023-10-25,221468,10311,1091,138928,7343,1408,3636213.36,247
49281,2023-10-27,307288,10882,3018,210986,6745,1332,923860.64,247
49282,2023-10-29,347974,13502,1845,221692,9047,2136,2580696.97,247
49283,2023-10-30,190740,3431,1747,67735,4736,580,1915023.76,247
49284,2023-11-04,59511,1238,513,35799,1402,349,704234.26,247
49285,2023-11-05,369679,6761,1063,287070,4600,956,637372.87,247
49286,2023-11-07,333441,983,2828,119138,3117,912,841433.49,247
49287,2023-11-09,58683,1983,72,38377,9163,761,3028265.26,247
49288,2023-11-13,416417,9038,915,372769,8140,1763,4494519.99,247
49289,2023-11-21,266856,3459,1533,239817,7902,748,572650.79,247
49290,2023-11-22,249284,9377,1179,178157,4847,724,1651078.46,247
49291,2023-11-23,454791,18809,3767,233830,1030,266,1223752.09,247
49292,2023-11-24,228112,9648,524,119627,6747,1677,2822830.88,247
49293,2023-12-03,104776,3573,346,66350,5797,1021,3364707.67,247
49294,2023-12-07,260055,3235,1174,115016,7562,1182,2264935.28,247
49295,2023-12-08,11735,429,82,5569,1121,223,418450.89,247
49296,2023-12-10,331036,12936,1563,293970,9644,624,972845.85,247
49297,2023-12-12,171805,8588,1444,147927,3269,936,2368597.53,247
49298,2023-12-21,401326,15208,3694,186050,5521,934,3633137.85,247
49299,2023-12-24,17188,297,65,12815,1011,102,418428.72,247
49300,2023-12-26,13871,459,97,8708,2108,341,930054.08,247
49301,2024-01-10,411297,15583,2397,317984,671,58,168016.73,247
49302,2024-01-11,311086,7737,2397,95558,6915,1438,3873527.86,247
49303,2024-01-16,376869,14121,3738,218171,6390,1772,5430729.39,247
49304,2024-01-18,91145,3173,337,70863,1668,281,222374.04,247
49305,2024-01-21,16203,118,147,10548,2082,343,373548.45,247
49306,2024-01-26,74992,1324,715,64672,1390,164,240232.85,247
49307,2024-01-27,62234,936,337,29609,1791,420,1313761.68,247
49308,2024-01-28,306871,9752,361,234250,8014,2400,9785812.24,247
49309,2024-01-29,251691,5948,2495,110325,7180,1897,2782372.72,247
49310,2024-01-30,384357,17627,1774,224953,617,103,360432.57,247
49311,2024-02-02,474069,10212,3862,368885,2379,487,1846692.59,247
49312,2024-02-06,75215,2477,489,47872,9273,742,1353676.79,247
49313,2024-02-07,442439,6079,2752,162822,1898,401,381983.59,247
49314,2024-02-17,92629,1833,399,58869,9512,1883,5454288.31,247
49315,2024-02-20,52018,1313,170,38515,5865,831,3100615.64,247
49316,2024-02-23,211882,9345,1338,74506,2825,248,899668.6,247
49317,2024-02-24,364504,5522,572,304532,4685,399,873233.48,247
49318,2024-02-26,423181,4490,2032,309549,3513,974,4458028.6,247
49319,2024-02-27,225268,5848,299,198848,6256,1180,2066687.4,247
49320,2024-02-29,50458,2244,171,17079,7426,758,3119379.11,247
49321,2024-03-02,3458,161,25,1867,1230,154,455080.57,247
49322,2024-03-07,331559,2511,2417,208462,9010,1887,1592593.47,247
49323,2024-03-14,235609,6871,1012,92853,5744,1111,628390.62,247
49324,2024-03-15,148767,702,264,53828,8057,908,3135392.46,247
49325,2024-03-16,415296,2247,846,368175,867,244,1062301.29,247
49326,2024-03-17,262644,7136,813,187409,2008,202,486124.35,247
49327,2024-03-18,257732,9383,280,226189,4264,1010,2467458.01,247
49328,2024-03-22,200943,2442,1424,90240,9717,1239,1890549.29,247
49329,2024-03-25,28238,1408,270,23447,7489,1726,3804182.02,247
49330,2024-03-28,388606,3450,1071,337770,2025,367,894826.46,247
49331,2024-04-05,475568,18988,822,194076,6799,1904,8553827.36,247
49332,2024-04-15,166262,3894,908,88601,1266,118,444437.97,247
49333,2024-04-18,125744,3567,836,105804,5640,293,1453763.51,247
49334,2024-04-21,148496,1366,1265,119661,8440,1951,7365653.37,247
49335,2024-04-25,191323,8466,527,74611,3721,442,251303.61,247
49336,2024-04-28,204522,8638,1643,124629,7093,1501,3427136.26,247
49337,2024-04-30,70552,520,320,39106,5881,885,2830753.34,247
49338,2024-05-10,326078,2292,1398,185877,77,11,11459.12,247
49339,2024-05-11,237659,8678,848,193910,5418,1521,6260686.97,247
49340,2024-05-12,340320,1533,1165,157953,1121,263,1108408.1,247
49341,2024-05-13,139100,2613,1216,59261,2933,661,1123850.01,247
49342,2024-05-18,378136,13988,3221,123976,5851,1135,1694545.82,247
49343,2024-05-20,72219,708,470,48324,7159,1833,3763037.15,247
49344,2024-05-23,37266,1541,157,29606,1941,405,902365.71,247
49345,2024-05-25,340940,13289,2823,212123,4293,858,1599986.62,247
49346,2024-05-29,27560,567,217,15468,713,48,77021.05,247
49347,2024-06-02,495528,15248,2987,372623,1513,322,1392410.6,247
49348,2024-06-03,209030,964,1772,91774,3291,186,732087.01,247
49349,2024-06-07,446756,13708,1323,263985,1813,155,678560.34,247
49350,2024-06-08,109236,138,401,94852,6526,1903,2623942.66,247
49351,2024-06-11,14110,274,86,8920,2916,322,887340.18,247
49352,2024-06-14,495865,16403,4492,358682,930,278,198184.48,247
49353,2024-06-16,353224,5221,1406,136147,523,86,427230.55,247
49354,2024-06-17,74378,2601,185,56424,8337,2116,4391430.13,247
49355,2024-06-19,99905,180,266,31222,1591,132,180544.93,247
49356,2024-06-30,167552,1181,1631,89980,7601,597,2319711.21,247
49357,2024-07-02,303530,7659,1896,258853,2166,535,1122793.01,247
49358,2024-07-03,58813,2509,551,51077,6807,417,1531331.95,247
49359,2024-07-06,151021,5350,1125,103935,9873,2334,1390953.14,247
49360,2024-07-08,412831,19526,2670,187979,5349,1355,3384727.9,247
49361,2024-07-11,178686,8139,338,130761,7488,2196,3639889.74,247
49362,2024-07-12,461437,650,1943,381858,5643,368,1148252.47,247
49363,2024-07-14,193000,3844,1378,105136,8423,1615,3399194.77,247
49364,2024-07-20,275474,415,784,169927,6439,1231,1050555.37,247
49365,2024-07-21,38095,1375,43,21977,3494,337,391373.94,247
49366,2024-07-22,492796,21545,3893,421707,9854,901,4413695.4,247
49367,2024-07-24,423637,17975,3556,298901,2929,657,854237.32,247
49368,2024-07-27,343928,9175,1905,152999,4040,873,564741.94,247
49369,2024-08-01,438571,1716,3870,186373,2552,543,1968631.6,247
49370,2024-08-05,375918,3756,3425,149408,2509,374,1300396.24,247
49371,2024-08-06,308347,5871,1236,125059,1246,87,412449.13,247
49372,2024-08-07,168719,4467,812,114462,7136,1508,6955456.71,247
49373,2024-08-08,390095,16023,3553,164754,2542,530,1270927.28,247
49374,2024-08-17,350962,409,3269,164068,1970,250,314712.23,247
49375,2024-08-18,271510,4196,1389,193788,313,83,382771.01,247
49376,2024-08-22,132707,6522,1238,50375,6519,1830,8105181.06,247
49377,2024-08-25,259470,9982,1024,205884,7121,2000,8596841.05,247
49378,2024-08-28,433442,16204,1544,219802,9819,2526,2714225.76,247
49379,2024-09-03,194542,4562,744,153232,6684,1366,5328653.92,247
49380,2024-09-15,334511,8320,2838,218474,6039,1102,577862.9,247
49381,2024-09-17,414100,3074,451,277562,4904,892,3139459.91,247
49382,2024-09-19,277269,4127,1115,138141,1166,236,119036.72,247
49383,2024-09-20,102842,478,1017,73621,5007,686,1159057.22,247
49384,2024-09-22,462611,16421,1022,378625,684,54,68645.21,247
49385,2024-09-27,475372,19602,2042,164197,6105,1145,1299341.37,247
49386,2024-09-30,231421,1679,2110,147200,736,96,186317.54,247
49387,2024-10-02,390590,14926,3001,177493,8772,1747,3388466.55,247
49388,2024-10-04,424006,16638,2185,220262,5250,554,1053807.17,247
49389,2024-10-07,178548,7423,862,118929,3862,1027,3087798.76,247
49390,2024-10-08,399421,9813,1539,303367,4157,1111,3887364.57,247
49391,2024-10-09,235019,6203,1809,144884,8757,587,1540698.15,247
49392,2024-10-10,436232,14042,1773,252145,2417,231,395414.38,247
49393,2024-10-14,394773,16555,1643,285888,1319,117,156720.45,247
49394,2024-10-15,348611,9636,2241,239350,2939,149,116198.99,247
49395,2024-10-17,441680,7218,917,163453,6469,644,2266891.97,247
49396,2024-10-18,421030,6578,1577,345137,6273,643,1103029.96,247
49397,2024-10-19,428987,15712,3404,374171,7780,709,3068635.64,247
49398,2024-10-21,14005,339,43,9682,7421,1997,2442262.36,247
49399,2024-10-22,409197,14193,2014,261332,3196,713,399871.51,247
49400,2024-10-23,55908,2551,68,17738,1689,176,742674.28,247
49401,2023-02-04,292072,13163,795,133185,8720,1587,5294281.34,248
49402,2023-02-07,69688,2473,168,38103,6686,353,1508542.47,248
49403,2023-02-11,298376,6757,387,253536,6911,932,3271388.74,248
49404,2023-02-13,471525,17220,2985,293154,3778,382,424683.22,248
49405,2023-02-14,47942,1073,214,15088,7030,546,578352.06,248
49406,2023-02-15,334973,8858,2374,213764,220,49,186384.34,248
49407,2023-02-23,460996,16992,3243,375587,9005,1183,1152530.45,248
49408,2023-02-25,122507,931,659,96229,5807,416,1942543.33,248
49409,2023-02-28,132421,6506,282,88757,6740,405,1701384.53,248
49410,2023-03-05,420198,20223,2245,313146,1953,201,735156.03,248
49411,2023-03-07,293130,6104,338,97040,5414,1333,819637.55,248
49412,2023-03-08,133495,5942,506,81325,1638,461,384027.71,248
49413,2023-03-09,420401,18181,974,291533,7514,1894,9003644.07,248
49414,2023-03-10,32873,230,219,11435,816,138,498746.86,248
49415,2023-03-11,38556,1129,43,21942,7956,844,3916161.54,248
49416,2023-03-12,433171,1577,1292,382886,5615,488,2002904.6,248
49417,2023-03-13,110383,3870,555,77759,4408,771,3099219.97,248
49418,2023-03-14,141473,2234,407,75069,2871,822,3965305.92,248
49419,2023-03-19,25471,84,216,16322,3633,914,2067589.51,248
49420,2023-03-20,454384,1901,841,336741,1467,340,401677.57,248
49421,2023-03-23,70133,1186,656,30886,6935,1654,1324005.68,248
49422,2023-03-29,215936,10635,1984,115896,3655,762,530912.71,248
49423,2023-03-30,182545,4240,1213,142606,4454,770,3575672.12,248
49424,2023-03-31,164457,3784,1101,89734,8253,751,2788833.07,248
49425,2023-04-01,425515,19750,1447,368075,8877,2002,7093022.36,248
49426,2023-04-09,254629,9702,1520,84379,1631,442,933747.0,248
49427,2023-04-13,14545,164,40,10905,5940,982,3059112.68,248
49428,2023-04-16,153674,921,889,119667,1901,314,467826.51,248
49429,2023-04-19,215169,845,1454,150498,4195,243,314975.98,248
49430,2023-04-20,398494,18978,1061,312991,5197,479,1525992.01,248
49431,2023-04-21,210016,3602,1919,157996,1279,200,652883.21,248
49432,2023-04-25,380473,11530,3582,175476,6574,1121,5587186.1,248
49433,2023-04-29,66091,1291,446,46722,4675,835,1767171.8,248
49434,2023-05-02,37952,1432,169,22079,6669,1159,3637515.32,248
49435,2023-05-08,165667,6322,1356,145365,9370,1177,2196029.43,248
49436,2023-05-09,39234,1819,53,16707,3695,1043,2677751.3,248
49437,2023-05-15,115440,2602,192,53949,6649,1531,7338985.06,248
49438,2023-05-16,56879,1610,317,26465,8307,945,2720562.0,248
49439,2023-05-25,193474,9452,1104,142144,1524,184,389076.83,248
49440,2023-05-26,21161,423,32,16709,9324,1895,8112485.87,248
49441,2023-05-30,188093,6870,1356,159831,7632,861,3721348.58,248
49442,2023-06-01,142047,870,1069,102022,5593,1295,4771758.69,248
49443,2023-06-05,267739,10874,1260,86829,1581,412,363114.4,248
49444,2023-06-09,450971,4744,3112,243934,8788,2239,3820057.74,248
49445,2023-06-10,413531,4722,3725,281384,2520,668,2717196.11,248
49446,2023-06-11,12719,88,39,4681,244,38,153976.8,248
49447,2023-06-12,367821,16312,1728,243354,2795,316,788232.29,248
49448,2023-06-16,498942,9792,3326,248004,2889,723,1408702.35,248
49449,2023-06-19,105301,2377,1004,88006,740,220,505251.23,248
49450,2023-06-20,343411,11140,530,291800,3849,497,1819613.65,248
49451,2023-06-21,158492,6684,1403,113861,4330,502,2016439.43,248
49452,2023-06-22,339911,2079,3092,184821,3106,215,679568.31,248
49453,2023-06-24,179073,5877,374,114457,2745,388,1161169.7,248
49454,2023-07-07,278134,11123,2607,245209,3910,623,764071.38,248
49455,2023-07-11,6164,25,13,3786,3251,604,1156984.48,248
49456,2023-07-13,124140,4596,789,45131,2385,399,1502359.08,248
49457,2023-07-16,444863,15397,4400,399551,5461,1594,1256517.33,248
49458,2023-07-23,487220,10925,4343,192107,4749,1278,916934.18,248
49459,2023-07-24,178681,536,964,103423,9639,932,4089063.79,248
49460,2023-07-30,131276,6096,1243,105435,5408,1566,6108657.08,248
49461,2023-08-05,35549,1286,222,24518,5081,1286,3642369.57,248
49462,2023-08-07,135324,905,898,80052,723,137,357003.34,248
49463,2023-08-09,230655,9992,996,74889,1847,291,623577.04,248
49464,2023-08-13,468326,1515,1813,419872,5474,1106,1074639.9,248
49465,2023-08-14,134899,4984,606,70283,8222,1641,6728473.98,248
49466,2023-08-17,1250,46,11,686,2990,501,1513819.21,248
49467,2023-08-25,432455,12740,2587,226352,8070,558,1350472.7,248
49468,2023-09-04,363605,18019,3491,258687,4033,854,2948582.08,248
49469,2023-09-07,431577,15932,2488,382595,8416,1478,1740927.71,248
49470,2023-09-11,331432,14383,2682,232265,3052,377,1275403.79,248
49471,2023-09-17,284785,5809,1171,108550,5980,1542,2941694.73,248
49472,2023-09-19,116043,2444,744,34901,2050,536,2619199.9,248
49473,2023-09-20,189488,831,656,100796,1267,144,320747.85,248
49474,2023-09-21,159469,1119,232,99317,9930,2320,10222134.79,248
